,Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence,Label
116,385,3FDWKV9VCM1PTMY9XUSR05O0TI5UMP,5.0,5.0,4.6,16,91,65.625,2.5625,62.5,"And in fact, it seems that cronyism and money trump gender and racial identity, even still.",1
117,387,3X2YVV51PT35P11PZ8OUY1LUGNL1WN,2.6,3.2,4.0,10,64,35.0,3.9,80.0,"And, interesting enough, up pops Tom Reynolds to comment, again.",1
118,392,3EHVO81VN4KNSB60492UXYB71Z8H13,3.4,3.8,4.6,8,51,43.75,3.875,62.5,And it will be penalties for violating regulations.,1
119,393,3MG8450X2N9VEPVMPAKJH9IVYNGUPL,1.2,3.0,4.2,3,14,16.6666666667,0.33333333333299997,33.3333333333,And it worked.,1
120,394,3XD2A6FGFMTU7PNBJGTMGI0S8MDS98,1.6,4.8,3.6,5,26,10.0,0.8,60.0,"And it works, pretty well!",1
121,396,3VEI3XUCZQW3YX35LGPECYVBROCPRC,2.0,2.2,5.2,15,73,53.3333333333,6.666666666669999,53.3333333333,"and lol this was filmed right down the street from me, so enjoy my 'hood.",1
122,397,34D9ZRXCYQT8C8XGBM7MCDBCE4VSAN,3.6,2.6,4.4,16,82,62.5,6.8125,56.25,And look at how bad the decision to choose identity over ideology turns out to be.,1
123,398,3E6L1VR4XVLYL1GRFPQBP9QBTVBF61,5.4,5.4,3.2,35,200,68.5714285714,4.94285714286,65.7142857143,And many people seem to be planning a tribute to the late pop star Michael Jackson - searches for [michael jackson costume] started spiking in June of this year and have increased steadily since then:,1
124,399,3GL25Y6842THAQS42Z3EKCN4N0MXMK,4.0,3.4,4.6,13,70,46.1538461538,3.23076923077,61.5384615385,And -- more importantly -- they'll help bring more fans into the fold.,1
125,400,311HQEI8RRFNUILWZBPAYF6P0BQ7ZH,3.8,3.2,5.2,10,64,75.0,4.0,80.0,And more polling stations may mean more opportunities for fraud.,1
126,401,3MG8450X2N9VEPVMPAKJH9IVYNGPUG,1.8,5.2,3.0,15,90,46.6666666667,2.6,60.0,"And, more recently, you've been with us as we shared the movie's rowdy, red-meat trailers.",1
127,404,3TLFH2L6Y8NKM5FRN7JXG0O04ZI2TG,2.4,3.4,5.2,10,48,65.0,3.6,50.0,And neither did anyone else who was in the know.,1
128,407,3CMIQF80GMPVCQ60T51518UP0XK6QM,3.8,2.4,3.8,14,69,64.2857142857,3.14285714286,50.0,And now let's look at some of the other stories that shaped our week.,1
129,410,3URJ6VVYUOMECRP6V4GMF5FBP5W4OR,1.8,4.2,4.6,25,134,68.0,3.68,56.0,"And, of course, Ebel seems to certainly recognize the CwF (connect with fans) part that has to go along with this RtB (reason to buy).",1
130,412,3W31J70BARVYH4H6QRUBRMAQXD3KC0,4.2,4.0,3.6,13,68,57.6923076923,5.53846153846,61.5384615385,"And, of course, he uses social media to connect as much as possible:",1
131,413,3XWUWJ18TKP86U3I6WJDRF5U648UUH,3.6,2.8,3.6,7,41,64.2857142857,4.1428571428600005,57.1428571429,"And, of course, it supports replay value.",1
132,415,3CVBMEMMXAF13XL2TPJ3Y82K4L8H70,1.6,3.6,5.0,14,76,50.0,7.0,71.4285714286,And on the custody issues Levi's having now: It's startin' to get bad again.,1
133,418,3TC2K6WK9F11OLN3K982P4SDQMX82X,6.4,6.6,4.0,61,363,76.2295081967,3.8852459016400003,50.8196721311,"And part of the subtext of the Afghanistan debate is that as a matter of bureaucratic warfare, it makes enormous sense for the currently ascendant COIN faction to try to press its advantages - to exaggerate the extent of what was achieved in Iraq in 2007, and to overstate the strategic significance of achieving some kind of comprehensive success in Afghanistan.",1
134,420,3LCXHSGDLS5B2LESRR988W13ZJTSEI,3.0,5.4,3.8,26,136,57.6923076923,6.34615384615,57.6923076923,"Android 2.0 offers a new set of photo settings to be tweaked, so we'll be experimenting with those to see if we can improve the results.",1
135,421,38G0E1M85L48J9SIBMTIN17DKBHUV6,4.4,6.0,5.0,35,226,70.0,3.1142857142900002,62.8571428571,"Android struggled somewhat withe the G1 device, but is seemingly about to experience a resurgence with the launch of the Droid smartphone, a device that is garnering brilliant reviews, even from the most Apple-centric authors.",1
136,422,34R0BODSP0YAWJGHFVW0FLRBLZM5EU,2.0,4.8,4.8,18,97,63.888888888900006,5.77777777778,50.0,And she goes even greener by waking up at 5 a.m. to cook overflowing deliveries of local produce.,1
137,423,338GLSUI42A38ZEOM2TEQEM3BK8SF0,2.6,3.6,4.4,7,45,28.5714285714,1.7142857142899999,85.7142857143,"And she's ""learned what's important in life?""",1
138,424,3EFNPKWBMRN8REEJT59SFZRND2L03D,4.4,6.0,6.4,104,560,44.7115384615,4.02884615385,51.923076923100005,"And so at some point, when you ask for partnership, you have to ask what the equity state is that Pakistan itself is looking to make, because it is difficult to go to our taxpayers and say we consider Pakistan a strategic partner, we consider it a long-term friend and ally, we have supported it since its inception in 1947, we want to continue to do so, and have our taxpayers and our members of Congress say, well, we want to help those who help themselves, and we tax everything that moves and doesn't move, and that's not what we see happening in Pakistan.",1
139,425,33P2GD6NRMRPYCSMCJ8C2D76A58KH9,4.6,5.2,4.0,31,181,50.0,6.645161290319999,54.8387096774,"And some of them will still wind up casting their ballots for Scozzafava undaunted, as she'll still appear on the ballot and may have made herself something of a sympathetic figure.",1
140,429,3S8A4GJRD22NHY2HF4VF7VTXHPZ6VG,2.8,3.0,3.8,9,47,66.6666666667,3.44444444444,55.5555555556,And that's what this debate is about next week.,1
141,431,3MVY4USGB5MNIQGENAZZTBZVRC0SIR,3.8,4.0,4.2,48,226,54.1666666667,5.625,60.4166666667,"""And the answer is: This is my duty. The president is commander in chief, but the president is often comforter in chief, as well. It is my duty to be - to try to comfort as best as I humanly can a loved one who is in anguish.""",1
142,432,3TZ0XG8CBTJCO5825INHZR0RWS789P,5.8,4.2,4.0,33,196,87.8787878788,3.0303030303,57.5757575758,"And the fact is that there are many women in America like DeDe Scozzafava, Republicans with an ideological disconnect with many facets (decidedly in the sphere of social policy) of the modern GOP.",1
143,434,3EKZL9T8Y7L7FEGYK6REEUUY5WZHCT,3.2,5.0,3.6,21,115,76.19047619050001,6.0,57.1428571429,"And the leader of The View, Walters, made O'Reilly plug his own book after he cracked a joke about Rosie O'Donnell.",1
144,435,3M93N4X8HJMJD10K5SKZ5CEV4RPSJ3,3.2,5.0,2.6,31,212,72.5806451613,2.35483870968,61.290322580600005,"And the less obvious, but ultimately more important one: Layar layers, which let you install user-generated overlays of all different kinds of information, like this one, which tracks government bailout spending.",1
145,438,373L46LKP65LPINC0JBXEQNLNXCKJE,3.2,3.8,4.8,14,106,71.4285714286,2.85714285714,71.4285714286,"And then a more sophisticated and amusing Twilight/New Moon-inspired, vampire related commercial for Bing:",1
146,439,306W7JMRYXXVCYNZ321DQXVHKSA8BZ,2.6,4.8,4.4,74,345,39.8648648649,6.716216216219999,45.9459459459,"""And then Arnold, who plays my old rival, walks in. We have a history together. And we go back and forth and I tell him that I should have shot him a long time ago when I had the chance. Then it goes on from there. And here we are, the three of us trying to man up to one another, playing off of who we are, using our baggage in this one scene.""",1
147,441,3BDORL6HKJCK48U1GB38SYW4S5XCRL,5.2,3.2,4.8,15,88,83.3333333333,3.6,53.3333333333,"And then, the piece de resistance of the feminist movement, abortion, comes to the fore.",1
148,444,3YO4AH2FPCJ0YFKLRGLOS7KYNUYQ05,3.4,2.8,4.6,6,33,41.6666666667,3.66666666667,50.0,And then there were his children.,1
149,449,3V0TR1NRV91PANV5LLB4EAV60OSA4Y,1.8,5.0,4.0,42,265,71.4285714286,3.88095238095,64.2857142857,"And the scene he was watching was none other than the one that every card-carrying action aficionado has been awaiting with baited breath - the scene that finally brings together the holy trinity of '80s tentpoles: Stallone, Bruce Willis, and Arnold Schwarzenegger.",1
150,450,3M0556243RJ6SMMJE6CSRKCXOL0NFJ,2.6,3.6,4.4,36,217,68.05555555560001,5.30555555556,55.5555555556,"And they further the picture of a regulator at which the right hand didn't know what the left was doing, and which depended on inexperienced and over-matched agents to sniff out complex financial frauds like Madoff's.",1
151,452,3IJ95K7NDWBC6MIEPQIA95C9P00NGI,3.2,4.2,5.8,17,87,61.7647058824,4.294117647059999,70.5882352941,And this is exactly why Parasite will never be an official member of The Big Slut Club.,1
152,454,33J5JKFMK5XWF7JIA337U5I5Q6IQ30,3.4,3.4,5.4,13,69,61.5384615385,6.307692307690001,46.1538461538,"And to Singer's credit, nowhere in the piece does she point this out.",1
153,455,3O2Y2UIUCPT5KG1GHTKCZSVTUQVFK6,2.2,3.4,4.0,5,26,50.0,1.4,60.0,And viewers seem to agree.,1
154,456,3FBEFUUYRJ43PAZJ494JB8FKWFYA6J,3.8,3.4,5.6,11,57,31.818181818200003,4.909090909090001,63.636363636400006,And we waste far too much energy trying to categorize it.,1
155,457,30Z7M1Q8UXJQTOI7XO1HVMBB2AOA85,3.0,1.8,4.4,8,39,56.25,3.0,37.5,And what could a lawsuit mean for them?,1
156,459,3SBX2M1TKCMHX32MAH8Q4AAB46EQ4L,2.4,5.0,4.6,48,262,46.875,2.8125,52.0833333333,"And when they get this healthcare bill, if they do, that's the easiest, fastest way for them to be able to regulate every aspect of human behavior, because it'll all have some related cost to healthcare: what you drive, what you eat, where you live, what you do.",1
157,460,3J6BHNX0U8RH88EXFH3P7X42WHHNKL,3.4,4.6,4.8,20,118,75.0,5.5,60.0,"And when you get down to the guts of defense budget politics, these high-level strategic concepts matter a great deal.",1
158,461,3OPLMF3EU4MSSEWF0HFQMXHHLHMNLO,2.2,2.8,3.8,3,14,16.6666666667,0.33333333333299997,33.3333333333,And who knows?,1
159,462,307FVKVSYQE7RLX7EIZK4JTGZGM744,1.4,2.2,3.8,4,17,0.0,0.25,75.0,And why isn't he?,1
160,465,3VDI8GSXAESR3FVAJOTRR8ME052G8O,4.0,3.6,4.2,7,40,35.7142857143,5.1428571428600005,71.4285714286,And you can see Madoff's testimony here.,1
161,466,3KI0JD2ZU0HL681LX6SZ1HDUV7S76P,4.8,5.0,4.6,23,150,60.869565217399995,4.86956521739,78.26086956520001,"Andy Rubin, a Google employee involved with the Android project, said that ""We're not making hardware, we're enabling other people to build hardware.""",1
162,470,3EHIMLB7F6Y53BQL3UB9C8YFF5F8HF,4.0,5.2,4.4,14,88,64.2857142857,3.85714285714,78.5714285714,An energized Michael Jackson Web site component would help sell all the in-demand merch.,1
163,471,3MWOYZD5WUN0YZZCD9VIEELBGMRNO5,5.0,6.0,4.6,30,188,90.0,3.33333333333,63.3333333333,"A new book by Robert and Brenda Vale, two architects at Victoria University of Wellington in New Zealand, looked into the ecological foodprints of the world's pets, New Scientist reported.",1
164,472,30IRMPJWDYI2N66P8OK6GH9CXE6KR6,4.8,5.8,3.8,19,98,81.57894736840001,4.42105263158,47.368421052600006,"A new feature of the 27"" iMac is its ability to act as a display for another DisplayPort computer.",1
165,474,37MQ8Z1JQDVG3RELXD6WOHGFJ1ZY20,5.6,3.4,4.6,6,40,83.3333333333,1.5,100.0,An I.B.M. spokesman declined to comment.,1
166,479,3RBI0I35XD25O9A41DK17RL7PFZY3B,3.6,4.0,3.8,18,94,75.0,5.833333333330001,55.5555555556,An interesting way to gauge this would be to figure out the timeline on the Vanity Fair piece?,1
167,484,3UYRNV2KISYXD7CW6S6MHSVB1HO8NO,3.8,6.0,4.0,37,213,79.7297297297,5.0,64.8648648649,"Annual spending by the national security state (when you add in the spending that's outside the ""regular"" Pentagon budget) is almost as high as the $900 billion ten year price tag for a universal health care bill.",1
168,486,3JMQI2OLFY49U28NN0H23K9CC8LDNZ,4.2,5.2,3.8,32,178,53.125,4.6875,59.375,"An obvious way to save power, then, would be to turn the display backlighting down, and we'll be experimenting with that over the weekend to see what sort of difference it makes.",1
169,488,3OKP4QVBP1W5M3OPGMD5NZS9QT1AGL,4.2,5.4,4.2,35,217,55.714285714300004,4.54285714286,65.7142857143,"Another disappointment so far has been the camera optics, particularly in the still photos we've taken, and it's difficult to tell whether you're getting more value with the extra megapixels over, say, the iPhone 3GS.",1
170,489,3QHITW7OYN8WZSI3JIIHHDWBWGAQAW,3.0,3.8,3.2,8,43,62.5,3.75,62.5,Another fun experiment you can try at home!,1
171,492,3RWB1RTQDIMXGSO9M7JELH061WP8PK,3.4,5.2,4.4,17,114,91.17647058819999,5.17647058824,70.5882352941,"Another of Mr. Obama's close advisers, Valerie Jarrett, sits down with George Stephanopoulos on ABC's ""This Week.""",1
172,495,3S8APUMBJWI4RDXMBG7J0PC37WNBFJ,2.0,1.8,6.6,8,50,56.25,5.5,75.0,Another reason: I'll call it Sarah Palin Syndrome.,1
173,499,3X878VYTIDHHP1UWYZV3VNQ7O6V7FS,4.8,4.4,5.4,22,137,72.72727272729999,5.090909090909999,63.636363636400006,"Another upgrade comes in Pennsylvania, where there's been some further polling to suggest the degree of trouble that Arlen Specter is in.",1
174,500,32204AGAAABKWQW3MSNX4LFD3OSGH3,4.2,4.6,5.4,21,118,78.5714285714,2.47619047619,61.9047619048,"A not so minor detail from the crosstabs to this morning's earthquake poll, overlooked by many but not by Nate Silver.",1
175,543,31SIZS5W58EOY94KLT43C3LLWKYQR4,1.2,4.2,3.6,9,63,77.7777777778,4.11111111111,77.7777777778,Any self-respecting whore knows that Halloween is amateur hour.,1
176,568,32FESTC2NGPCK0MIK5YDX9JOZ42UC8,3.6,4.8,4.6,15,77,70.0,4.4,66.6666666667,"A passerby in a green Toyota truck yelled out: ""Police need to do their job!""",1
177,570,3511RHPADUDD7CO7TOW7VHMRMECRLH,3.6,3.6,3.2,17,87,82.3529411765,4.882352941180001,47.058823529399994,A perfect example of this in action: I was having dinner with a friend some months ago.,1
178,575,375VMB7D4IIHG1XWQK4AYCDVQ9QIDN,3.4,3.0,5.4,12,73,75.0,6.166666666669999,83.3333333333,A poorly received LC-less third season sent the Laguna High kids packing.,1
179,577,39HYCOOPKNK3CKNNBZ22Q5KC7IBMD8,4.2,6.2,1.8,20,98,77.5,6.55,55.0,Apple benchmarks the high end Nehalem Core i7 as being up to 2.4 times faster than the Core 2 Duo.,1
180,578,37G6BXQPLPKZP5ZFZNK3DWM2HV9EQG,5.2,4.2,4.8,32,169,60.9375,6.59375,62.5,"Apple has created a media consumption experience that has reduced friction to such a point that soon the consumer will not know if he is buying music, a movie or a game.",1
181,579,360ZO6N6J0IR9UA6ZJX0491MGXW9ME,5.0,5.8,4.0,41,217,53.6585365854,7.341463414630001,58.5365853659,"Apple has made it painless for consumers to spend money and get the media they want where they want it, proving that consumers are happy to pay for media if delivered in ways that make it easy and blissful to consume.",1
182,580,3EQVJH0T4ZKO1VI96SM434U2TIZTHO,3.4,6.4,2.6,32,192,84.375,3.6875,68.75,"Apple has revamped the iMac with a huge, cinematic 16:9 27"" screen, fast CPU options, standard wireless keyboard and Magic Mouse, a staggering 16GB RAM capacity, and a new video input feature.",1
183,581,3P0I4CQYVX6QLT8Q5AM5AXY29YWOWY,3.2,3.6,3.8,8,56,75.0,2.125,62.5,Applications that let consumers interact with the media.,1
184,587,3LCXHSGDLS5B2LESRR988W13ZJUES5,3.8,4.0,4.4,17,99,58.8235294118,3.88235294118,70.5882352941,A reader also helpfully tells us that Kenneth D. Lewis of Bank of America apparently visited twice.,1
185,590,3D3B8GE891QXUX7JRZPSLDVHL279PA,5.2,5.6,3.8,17,93,91.17647058819999,6.23529411765,64.7058823529,A recent article in the New York Times touted Reinfeldt's name in its list of top contenders.,1
186,595,3V0TR1NRV91PANV5LLB4EAV60OT4AT,5.0,6.2,4.6,25,125,82.0,5.08,52.0,"Ares I-X is the test vehicle for the Ares I, which is part of the Constellation Program to return men to the moon and beyond.",1
187,604,38EHZ67RILR6O4XEDP3AWQN9KARMGI,2.0,2.4,4.0,11,61,59.0909090909,7.27272727273,54.5454545455,Are you excited to see these three share the screen together?,1
188,605,3ZURAPD287M3EFFU9JEUUDZULKW1FQ,4.8,3.6,4.2,7,37,50.0,5.57142857143,42.8571428571,Are you looking forward to the movie?,1
189,612,36BTXXLZ2U7H94HMNWXQ90KG0SGR4N,4.4,5.2,4.2,29,176,58.6206896552,6.55172413793,68.96551724140001,AR has rocketed out of the research labs and is catching mass market interest fast - e.g. mobile phones displaying restaurant reviews when you look through your phone's camera.,1
190,614,338431Z1FKELDXR46GCZNYQLHJHROY,2.8,4.6,4.2,23,138,54.347826087,6.13043478261,69.5652173913,"""Arianna Huffington feels the Internet has had a positive effect on journalism. How do I know? Because I looked it up at whereIstand.com.""",1
191,616,378G7J1SJKX492V1BWJ95L4O5WQEWK,5.8,6.8,2.6,52,297,68.2692307692,7.673076923080001,55.7692307692,"Ariel Hyatt has been blogging about the concept of 1,000 True Fans and has an interview with musician Matthew Ebel, an up-and-coming musician who makes a living from his music, and breaks down the details -- including pointing out that he makes 26.3% of his net income from just 40 hard-core fans.",1
192,632,3KWGG5KP6I1T7SH9B37R6Z2UMIZCMY,2.8,3.8,4.8,17,98,76.4705882353,4.47058823529,47.058823529399994,"As a dog-friendly company, we share the country-wide impulse to dress up our dogs for the holiday.",1
193,635,3IZVJEBJ69J4QI7RG1KIS16T505Z69,3.8,3.8,3.0,21,110,71.4285714286,4.47619047619,47.61904761899999,"As a life long resident of this District, I care deeply and passionately about its people and our way of life.",1
194,636,3PR3LXCWSEY2369ADQZ9FQHKN1G9XY,4.2,5.0,2.4,20,130,82.5,4.3,70.0,"A sample of those stories are linked below, detailing new projects in South Dakota, Vermont, California, and several other states:",1
195,640,3DIIW4IV8OU4G5E3X93HV8JPDWY4IX,4.8,4.2,5.8,18,108,55.5555555556,6.333333333330001,61.111111111099994,"As a woman whose equal rights are relatively recent, it's hypocritical to take them away from another being.",1
196,641,31YWE12TEZBYPNLHYT1P1UQESBSX7A,3.6,4.8,5.6,22,129,79.54545454550001,5.590909090909999,54.5454545455,"As a young child one of my favorite, and yet most feared things, about Halloween trick-or-treating was the house down the street.",1
197,642,3VLL1PIENPNUFODVGX6C91SKQ00ZOZ,4.4,5.4,5.8,24,156,79.1666666667,4.70833333333,70.8333333333,"As Bulkeley later admitted to Ford biographer Joseph McBride, his first encounter with his country's greatest film director was memorable, to say the least:",1
